temperature,rainfall,soil_moisture,soil_humidity,ndvi,historical_rainfall,historical_temperature,days_since_planting,soil_type,current_crop,label
13.53,0.61,0.288,0.321,0.385,50.58,12.03,71,sableux,coton,1
11.54,0.98,0.433,0.416,0.434,25.84,13.46,68,loam,mil,1
26.76,31.79,0.428,0.506,0.574,13.85,25.26,5,argileux,riz,2
23.36,0.51,0.331,0.291,0.388,32.80,23.96,99,sableux,arachide,1
30.30,4.77,0.485,0.439,0.526,0.00,33.16,25,sableux,riz,1
23.47,1.89,0.081,0.113,0.246,41.96,21.27,22,argileux,riz,0
25.97,6.05,0.549,0.546,0.411,22.67,23.43,16,argileux,sorgho,1
28.29,17.19,0.048,0.156,0.271,64.68,26.20,85,argileux,mil,1
31.03,1.11,0.495,0.350,0.525,13.52,32.37,120,argileux,coton,1
31.96,82.82,0.530,0.620,0.673,91.64,31.57,117,sableux,arachide,3
20.80,10.49,0.414,0.420,0.473,27.80,19.89,35,loam,maïs,1
25.98,11.29,0.280,0.416,0.353,17.33,25.21,41,loam,sorgho,1
29.89,117.67,0.404,0.482,0.608,112.22,27.57,89,loam,maïs,1
32.61,27.72,0.182,0.175,0.267,25.70,32.07,58,loam,sorgho,0
18.84,8.58,0.105,0.014,0.261,7.15,19.95,88,argileux,mil,0
26.14,49.98,0.501,0.381,0.545,87.70,28.69,43,argileux,sorgho,1
34.99,17.05,0.170,0.130,0.278,25.62,35.55,82,argileux,arachide,0
30.87,8.30,0.169,0.129,0.343,44.51,27.12,49,sableux,arachide,3
31.92,13.15,0.248,0.168,0.329,35.07,31.53,117,argileux,maïs,0
25.79,72.82,0.104,0.103,0.299,115.79,22.51,120,sableux,maïs,1
10.81,0.65,0.161,0.239,0.271,31.84,11.64,86,loam,arachide,0
33.13,31.84,0.027,0.147,0.190,22.41,33.06,1,loam,mil,0
25.17,18.47,0.227,0.256,0.388,74.45,23.73,52,loam,mil,1
24.00,62.49,0.010,0.010,0.277,98.53,24.17,33,loam,riz,1
20.01,6.71,0.218,0.156,0.357,25.03,22.17,19,loam,maïs,1
23.24,17.19,0.426,0.410,0.486,32.04,24.22,101,argileux,mil,1
36.81,38.48,0.418,0.302,0.426,62.17,38.74,92,loam,sorgho,1
24.64,116.67,0.286,0.322,0.504,131.66,26.37,11,argileux,riz,1
16.35,12.77,0.287,0.402,0.299,40.29,16.66,20,argileux,coton,0
14.08,22.62,0.096,0.132,0.262,10.68,16.06,90,loam,arachide,0
25.39,35.71,0.420,0.218,0.522,73.65,24.22,49,loam,maïs,1
28.46,17.21,0.688,0.651,0.613,48.22,28.16,22,argileux,maïs,1
29.07,38.59,0.470,0.403,0.590,56.59,29.09,14,sableux,maïs,1
19.01,72.53,0.720,0.628,0.630,71.43,17.68,41,loam,coton,1
28.10,18.06,0.152,0.113,0.315,48.14,26.69,69,loam,arachide,0
24.95,41.62,0.598,0.703,0.678,56.53,24.79,58,argileux,arachide,1
19.10,6.31,0.260,0.341,0.444,37.97,17.89,45,sableux,arachide,1
21.03,54.11,0.460,0.464,0.504,94.79,21.44,28,sableux,maïs,1
28.49,24.66,0.372,0.356,0.549,31.45,26.23,60,argileux,arachide,1
22.21,39.18,0.290,0.265,0.479,84.56,22.52,41,sableux,coton,1
21.14,9.07,0.137,0.166,0.335,33.61,20.93,35,loam,arachide,0
23.09,2.52,0.283,0.288,0.442,35.25,22.28,66,sableux,arachide,1
29.61,19.64,0.367,0.351,0.460,34.91,31.30,78,sableux,sorgho,1
27.32,27.33,0.076,0.237,0.374,90.29,26.21,63,loam,maïs,1
20.11,29.34,0.389,0.383,0.546,35.67,17.10,52,argileux,riz,1
21.01,48.27,0.210,0.283,0.423,83.60,21.48,90,argileux,mil,1
31.21,19.66,0.116,0.205,0.316,30.41,29.58,87,loam,maïs,0
28.09,8.64,0.257,0.191,0.352,17.42,26.00,82,argileux,sorgho,1
28.50,4.81,0.215,0.175,0.244,0.00,28.25,58,sableux,maïs,0
29.74,6.81,0.195,0.028,0.305,1.42,26.93,42,loam,arachide,0
19.31,8.42,0.631,0.624,0.592,13.04,18.55,88,loam,coton,3
23.59,72.33,0.546,0.542,0.636,70.04,23.74,59,argileux,arachide,1
28.45,16.72,0.449,0.502,0.400,22.00,23.32,12,sableux,mil,1
16.32,5.19,0.325,0.264,0.440,20.09,20.64,108,sableux,riz,1
32.37,7.67,0.121,0.156,0.215,21.90,31.97,119,argileux,coton,0
23.70,64.79,0.119,0.066,0.362,90.74,19.25,64,argileux,coton,1
25.75,22.20,0.148,0.300,0.248,39.46,25.46,101,sableux,mil,0
32.56,17.29,0.686,0.655,0.608,34.46,33.71,109,loam,mil,3
24.62,21.14,0.054,0.061,0.207,0.00,22.33,23,sableux,sorgho,0
17.96,0.48,0.298,0.328,0.387,17.09,14.58,77,loam,riz,1
17.53,7.20,0.370,0.426,0.472,11.56,15.88,116,argileux,coton,1
14.51,19.07,0.123,0.106,0.343,38.76,16.49,31,loam,riz,0
28.17,34.45,0.333,0.353,0.372,50.33,28.13,42,sableux,riz,1
27.47,0.18,0.128,0.033,0.328,5.67,26.49,100,argileux,sorgho,0
21.96,48.50,0.560,0.532,0.578,48.97,26.60,18,argileux,sorgho,1
21.90,30.18,0.321,0.285,0.484,60.55,20.27,34,argileux,arachide,1
22.79,12.07,0.043,0.010,0.171,12.04,23.97,56,argileux,mil,0
31.82,1.31,0.606,0.613,0.578,0.00,26.64,70,loam,sorgho,1
20.71,55.48,0.034,0.010,0.194,57.58,24.08,61,sableux,mil,1
11.51,16.67,0.279,0.198,0.409,53.33,14.48,110,loam,sorgho,1
22.43,49.52,0.078,0.010,0.274,79.03,21.73,70,argileux,coton,1
17.21,2.84,0.563,0.612,0.611,48.97,18.47,115,loam,riz,3
24.27,5.68,0.351,0.267,0.418,0.00,23.65,103,sableux,sorgho,1
21.81,81.37,0.239,0.255,0.447,119.22,22.32,30,sableux,arachide,1
21.26,1.52,0.147,0.172,0.295,14.61,20.38,12,sableux,sorgho,0
28.45,2.67,0.182,0.114,0.364,24.37,23.70,73,argileux,riz,0
29.41,71.79,0.335,0.347,0.465,105.65,32.55,118,argileux,sorgho,1
20.31,10.14,0.341,0.240,0.391,20.64,22.91,71,sableux,riz,1
23.82,52.67,0.501,0.537,0.637,74.09,27.18,47,sableux,maïs,1
22.79,28.79,0.271,0.358,0.400,85.43,18.79,6,sableux,riz,1
27.96,50.29,0.192,0.408,0.501,71.08,28.69,31,loam,sorgho,1
21.65,60.47,0.030,0.010,0.334,76.86,21.74,19,loam,sorgho,1
22.31,35.57,0.325,0.393,0.497,26.75,21.96,20,sableux,coton,1
24.79,152.10,0.392,0.414,0.559,196.84,27.24,68,sableux,mil,1
18.06,32.79,0.354,0.434,0.415,44.69,16.57,60,argileux,coton,1
13.37,11.69,0.143,0.052,0.223,10.50,15.13,114,sableux,sorgho,1
27.41,82.46,0.248,0.191,0.375,134.17,30.36,66,sableux,sorgho,1
28.63,5.76,0.170,0.306,0.360,4.97,29.00,58,loam,mil,1
27.33,55.64,0.061,0.083,0.359,88.71,28.24,51,argileux,riz,1
25.89,15.52,0.224,0.199,0.282,0.92,24.55,75,argileux,arachide,0
23.30,5.05,0.124,0.132,0.293,8.34,23.88,4,argileux,arachide,0
19.76,36.28,0.137,0.120,0.238,59.81,20.18,32,sableux,sorgho,1
24.47,17.87,0.431,0.469,0.468,26.71,22.63,33,sableux,riz,1
17.02,6.65,0.124,0.045,0.268,23.13,18.31,115,loam,coton,0
18.10,1.44,0.247,0.221,0.353,0.00,19.85,32,loam,maïs,1
9.34,13.01,0.010,0.010,0.204,5.19,10.40,12,loam,arachide,0
24.23,13.24,0.567,0.651,0.580,14.68,24.01,51,sableux,coton,1
32.42,85.04,0.205,0.195,0.465,95.04,35.44,8,argileux,maïs,1
14.87,19.83,0.293,0.304,0.418,13.97,10.00,40,sableux,arachide,0
30.46,2.46,0.444,0.354,0.409,0.00,28.78,41,loam,coton,1
28.32,3.84,0.287,0.180,0.386,33.33,28.40,52,argileux,arachide,1
27.87,11.32,0.025,0.021,0.237,1.21,27.35,57,loam,arachide,0
31.03,13.25,0.262,0.263,0.413,2.99,34.07,60,loam,arachide,1
26.02,3.83,0.367,0.424,0.482,51.04,30.81,41,loam,arachide,1
15.71,35.67,0.444,0.341,0.613,66.09,13.80,31,loam,sorgho,1
29.74,14.13,0.092,0.167,0.174,0.00,27.24,4,loam,riz,0
29.36,4.70,0.120,0.147,0.283,0.00,29.51,77,argileux,coton,0
23.51,48.03,0.383,0.369,0.494,84.12,23.46,43,argileux,arachide,1
24.96,26.01,0.087,0.010,0.278,13.59,26.03,74,argileux,mil,0
20.29,15.50,0.528,0.424,0.549,30.16,19.17,3,loam,arachide,2
29.63,60.82,0.231,0.274,0.412,61.75,29.86,76,argileux,mil,1
19.79,1.51,0.130,0.055,0.277,38.54,19.19,98,loam,riz,0
19.03,56.85,0.233,0.337,0.430,34.97,17.33,49,sableux,mil,1
22.27,1.78,0.028,0.010,0.150,0.00,22.22,40,loam,mil,0
18.95,26.67,0.213,0.140,0.344,25.90,19.88,9,argileux,sorgho,0
19.04,10.30,0.072,0.010,0.250,16.17,19.25,30,sableux,riz,0
23.95,11.45,0.219,0.321,0.355,39.99,24.61,45,sableux,sorgho,1
23.20,0.52,0.268,0.295,0.459,0.00,23.28,34,sableux,riz,1
30.06,81.01,0.288,0.309,0.464,131.60,29.67,4,argileux,maïs,1
23.67,20.71,0.114,0.172,0.280,53.57,23.82,55,argileux,mil,1
26.81,22.00,0.188,0.074,0.397,34.44,28.76,118,argileux,mil,1
30.16,19.71,0.029,0.089,0.233,40.84,29.08,50,argileux,arachide,0
24.32,24.56,0.284,0.313,0.422,52.71,25.20,111,sableux,coton,1
20.83,23.65,0.709,0.628,0.539,14.06,19.17,14,sableux,sorgho,1
26.78,112.19,0.258,0.251,0.465,82.07,26.89,118,sableux,riz,1
35.01,61.70,0.134,0.191,0.373,71.34,32.45,26,argileux,riz,1
23.70,12.36,0.083,0.115,0.276,25.41,24.20,108,loam,coton,0
30.14,25.61,0.185,0.115,0.291,36.53,28.64,106,argileux,coton,0
17.84,0.05,0.661,0.600,0.545,6.66,17.49,66,argileux,riz,4
39.88,16.15,0.487,0.580,0.489,52.09,38.62,60,argileux,maïs,1
20.94,4.30,0.069,0.068,0.211,14.95,15.65,29,argileux,mil,0
24.62,36.09,0.711,0.770,0.640,75.10,25.73,67,loam,coton,1
33.54,4.32,0.327,0.478,0.434,20.16,33.10,41,argileux,maïs,1
20.83,194.64,0.015,0.012,0.436,209.93,21.88,112,argileux,sorgho,1
22.98,30.86,0.141,0.245,0.311,41.42,24.97,70,loam,mil,0
36.76,70.63,0.267,0.274,0.466,55.11,35.04,96,argileux,coton,1
18.52,84.99,0.252,0.351,0.435,117.01,16.48,44,argileux,riz,1
26.50,14.22,0.155,0.095,0.273,0.00,27.67,112,argileux,riz,0
26.17,6.20,0.132,0.080,0.262,28.93,26.01,38,loam,arachide,0
30.84,0.75,0.198,0.245,0.272,0.00,30.28,4,argileux,arachide,0
25.37,91.72,0.644,0.627,0.690,126.16,26.56,48,loam,mil,1
28.01,5.16,0.168,0.177,0.309,39.33,29.06,54,argileux,mil,0
30.29,9.25,0.308,0.420,0.450,45.95,32.39,59,argileux,riz,1
22.90,6.87,0.130,0.145,0.370,22.07,24.58,24,sableux,mil,1
18.44,24.91,0.240,0.303,0.291,21.51,17.53,53,loam,riz,0
21.81,54.33,0.243,0.256,0.489,104.39,21.34,85,loam,sorgho,1
33.52,8.26,0.184,0.253,0.352,22.81,34.02,97,sableux,coton,1
32.59,39.09,0.133,0.278,0.293,24.66,32.11,120,loam,mil,0
18.71,109.26,0.367,0.325,0.507,95.27,16.09,50,sableux,riz,2
28.11,39.62,0.336,0.302,0.375,67.59,26.04,78,loam,mil,1
19.05,40.57,0.134,0.067,0.330,76.44,22.05,97,loam,maïs,1
27.06,23.42,0.085,0.010,0.215,39.92,28.56,49,sableux,riz,0
24.33,10.68,0.216,0.209,0.330,38.22,27.16,26,loam,sorgho,0
24.14,6.51,0.158,0.257,0.316,26.73,24.45,38,loam,arachide,0
32.95,40.27,0.501,0.579,0.431,58.39,32.20,41,argileux,coton,1
14.55,35.29,0.309,0.310,0.456,46.95,16.31,119,argileux,mil,1
44.92,9.82,0.228,0.218,0.319,25.82,40.00,49,argileux,maïs,0
21.54,39.18,0.073,0.150,0.236,94.80,23.90,37,loam,coton,1
37.20,13.81,0.518,0.570,0.532,30.64,38.05,88,sableux,coton,0
30.46,0.99,0.311,0.299,0.284,11.91,29.58,14,argileux,sorgho,0
23.04,2.01,0.079,0.041,0.225,41.87,21.52,31,argileux,riz,0
17.78,12.05,0.454,0.519,0.473,15.64,17.86,88,loam,maïs,1
30.38,19.50,0.289,0.376,0.353,21.79,26.31,26,loam,sorgho,1
30.64,55.42,0.158,0.199,0.359,66.53,27.11,47,loam,sorgho,1
19.33,24.24,0.365,0.481,0.383,29.79,16.48,97,argileux,sorgho,1
27.02,22.29,0.209,0.256,0.278,41.74,25.88,34,loam,riz,0
27.75,39.41,0.177,0.335,0.316,95.66,26.49,40,argileux,mil,1
33.74,14.88,0.491,0.404,0.533,28.03,34.04,107,sableux,coton,1
26.05,28.00,0.138,0.037,0.372,76.95,26.40,86,sableux,coton,1
24.86,7.22,0.473,0.437,0.408,36.34,22.13,76,sableux,arachide,1
26.74,14.61,0.512,0.547,0.506,25.09,23.23,71,sableux,coton,1
26.80,34.02,0.194,0.223,0.364,71.96,27.84,108,loam,riz,1
22.74,17.28,0.103,0.027,0.298,40.82,22.78,114,sableux,riz,0
24.88,1.55,0.453,0.399,0.468,0.00,25.25,120,argileux,maïs,1
22.96,8.76,0.425,0.431,0.468,45.13,19.40,16,sableux,sorgho,1
17.86,18.89,0.202,0.187,0.334,8.47,20.00,84,sableux,riz,0
23.21,45.48,0.330,0.267,0.467,59.78,24.99,55,argileux,mil,1
23.11,19.60,0.155,0.087,0.364,28.93,22.61,113,argileux,mil,1
31.25,42.15,0.128,0.106,0.384,58.11,33.96,63,loam,riz,1
30.02,1.04,0.520,0.506,0.585,38.28,26.93,83,loam,mil,3
34.31,37.61,0.155,0.159,0.397,65.70,34.25,69,sableux,sorgho,1
29.66,30.28,0.134,0.182,0.277,42.35,29.31,10,sableux,coton,0
19.75,87.18,0.464,0.558,0.596,113.44,21.63,1,loam,riz,3
21.53,13.12,0.468,0.471,0.487,34.34,22.70,109,loam,maïs,1
30.50,76.25,0.045,0.010,0.326,63.28,34.26,108,argileux,maïs,1
22.28,12.01,0.483,0.497,0.566,36.25,20.39,2,loam,arachide,2
15.89,76.39,0.376,0.248,0.596,59.46,13.82,76,argileux,riz,1
15.24,0.95,0.681,0.637,0.609,19.55,11.02,118,argileux,sorgho,3
25.04,18.41,0.119,0.099,0.344,59.04,23.04,33,sableux,arachide,1
27.08,0.61,0.420,0.518,0.443,0.00,25.51,65,sableux,sorgho,1
30.68,21.42,0.167,0.275,0.331,75.60,33.56,47,sableux,sorgho,1
20.28,66.37,0.183,0.010,0.319,67.41,22.33,96,argileux,mil,1
9.99,34.56,0.163,0.352,0.334,74.04,10.52,9,sableux,coton,4
14.16,22.35,0.274,0.256,0.450,20.16,14.32,59,sableux,arachide,1
33.37,2.62,0.394,0.473,0.461,11.10,34.16,22,loam,arachide,1
35.10,64.81,0.360,0.333,0.497,80.59,32.27,68,loam,maïs,1
18.19,0.54,0.566,0.548,0.606,21.10,18.68,100,loam,arachide,3
15.28,33.48,0.334,0.309,0.431,91.05,13.45,71,argileux,riz,1
20.67,23.51,0.274,0.226,0.436,32.48,17.38,21,loam,arachide,1
22.27,35.29,0.449,0.476,0.537,28.85,25.79,4,sableux,riz,2
26.40,11.38,0.269,0.181,0.368,58.92,27.95,29,argileux,riz,1
24.19,0.17,0.375,0.295,0.342,3.73,24.40,29,sableux,maïs,0
32.46,30.40,0.431,0.517,0.483,23.42,34.89,10,argileux,sorgho,1
24.51,18.00,0.190,0.196,0.293,19.45,23.85,101,sableux,coton,1
21.77,1.76,0.175,0.245,0.337,21.27,18.88,67,sableux,sorgho,0
17.53,8.48,0.317,0.214,0.441,26.15,19.77,63,sableux,maïs,1
6.94,8.37,0.097,0.181,0.148,26.91,10.00,74,loam,sorgho,0
26.04,6.91,0.399,0.408,0.510,35.64,23.71,29,loam,arachide,1
20.54,1.06,0.709,0.739,0.597,26.99,23.13,1,argileux,coton,2
25.03,9.94,0.137,0.212,0.403,19.53,22.30,72,sableux,riz,2
28.59,9.78,0.066,0.123,0.168,45.22,27.46,29,loam,sorgho,0
36.06,29.52,0.163,0.149,0.322,55.41,37.58,50,loam,maïs,1
33.43,9.64,0.223,0.254,0.281,12.09,32.62,108,sableux,riz,0
11.12,22.47,0.370,0.298,0.473,83.06,12.13,39,loam,coton,1
26.02,134.13,0.281,0.204,0.544,119.06,26.03,62,argileux,arachide,1
19.24,32.08,0.362,0.138,0.387,59.36,19.16,21,loam,sorgho,1
23.75,4.04,0.277,0.269,0.331,31.14,25.25,56,loam,riz,0
15.93,16.24,0.085,0.042,0.179,35.33,16.29,50,argileux,mil,0
21.34,16.90,0.160,0.076,0.267,59.84,22.18,9,loam,maïs,1
32.33,107.75,0.164,0.259,0.382,107.61,28.19,51,loam,mil,1
20.75,16.94,0.096,0.129,0.332,14.97,20.41,24,argileux,sorgho,0
28.36,2.76,0.075,0.106,0.235,22.85,25.72,5,loam,arachide,0
27.16,7.67,0.274,0.279,0.420,44.68,24.66,58,argileux,riz,1
28.91,39.74,0.572,0.592,0.572,56.94,26.86,29,sableux,arachide,1
33.24,2.29,0.780,0.813,0.677,36.09,35.05,101,sableux,riz,3
23.34,55.75,0.312,0.437,0.444,51.64,26.34,59,sableux,sorgho,1
29.62,7.75,0.133,0.197,0.287,33.95,28.85,72,loam,arachide,3
36.47,2.37,0.306,0.364,0.417,22.29,37.45,81,argileux,arachide,1
21.70,39.49,0.172,0.126,0.368,61.68,24.20,7,sableux,coton,1
12.37,2.25,0.348,0.217,0.434,53.70,14.03,0,loam,mil,1
22.08,31.23,0.104,0.275,0.342,84.17,21.87,92,sableux,maïs,1
25.69,182.95,0.224,0.085,0.494,185.04,24.57,91,loam,arachide,1
15.71,32.42,0.187,0.251,0.377,21.43,13.35,99,argileux,arachide,1
21.38,38.72,0.424,0.534,0.486,25.01,21.74,92,sableux,mil,1
33.54,0.70,0.322,0.298,0.451,0.00,33.20,42,argileux,coton,1
28.62,0.93,0.294,0.329,0.339,33.42,27.89,107,loam,coton,0
24.28,76.99,0.114,0.010,0.350,95.24,27.31,45,sableux,sorgho,1
11.76,1.73,0.294,0.338,0.317,42.09,11.31,118,argileux,sorgho,0
24.97,0.89,0.264,0.217,0.319,12.29,25.39,14,argileux,sorgho,0
29.12,209.32,0.149,0.124,0.578,217.20,29.83,41,sableux,arachide,1
31.67,11.18,0.344,0.239,0.451,32.41,32.04,113,loam,sorgho,1
25.86,36.38,0.366,0.309,0.450,23.99,26.45,13,sableux,mil,1
25.68,22.09,0.101,0.167,0.233,17.13,29.03,74,sableux,mil,0
16.72,48.96,0.145,0.086,0.362,66.60,17.43,117,argileux,arachide,1
31.92,69.98,0.291,0.308,0.476,79.65,31.91,52,loam,coton,1
24.17,41.91,0.246,0.113,0.438,61.08,24.67,52,argileux,sorgho,1
32.76,164.96,0.170,0.064,0.502,164.38,31.51,71,loam,mil,1
14.81,7.77,0.069,0.041,0.308,0.00,12.45,81,loam,sorgho,0
20.34,20.38,0.236,0.145,0.350,10.81,20.66,110,sableux,sorgho,1
26.11,6.63,0.213,0.357,0.376,28.35,24.52,88,loam,sorgho,1
14.96,23.73,0.044,0.015,0.159,20.63,15.80,24,sableux,mil,0
26.33,30.11,0.470,0.517,0.519,43.79,25.79,47,argileux,riz,1
22.83,15.69,0.071,0.081,0.219,6.85,19.51,91,argileux,arachide,0
39.42,29.48,0.220,0.168,0.393,22.54,40.00,68,argileux,arachide,3
33.59,21.64,0.387,0.461,0.413,35.01,33.59,49,loam,mil,1
34.75,65.63,0.343,0.377,0.393,50.29,35.19,115,argileux,mil,1
29.78,39.51,0.212,0.076,0.346,40.21,29.63,42,argileux,riz,4
14.45,3.11,0.335,0.333,0.429,0.00,12.97,96,argileux,mil,1
25.10,10.61,0.108,0.119,0.233,11.27,25.10,30,sableux,maïs,1
26.89,16.39,0.179,0.102,0.283,56.58,25.79,111,sableux,riz,1
25.14,86.87,0.309,0.300,0.507,136.90,25.58,53,loam,arachide,1
17.52,12.45,0.053,0.010,0.257,34.74,14.36,27,loam,arachide,0
16.30,42.06,0.260,0.323,0.415,64.98,15.59,77,sableux,riz,1
26.84,44.54,0.494,0.422,0.581,75.32,30.90,64,sableux,arachide,1
18.65,22.30,0.365,0.248,0.403,26.39,18.66,107,argileux,sorgho,1
14.50,6.97,0.542,0.575,0.548,27.67,13.57,43,loam,coton,1
20.04,2.79,0.363,0.373,0.391,0.00,20.28,115,argileux,mil,1
29.25,61.89,0.480,0.366,0.537,65.75,28.02,113,loam,mil,1
30.18,74.33,0.086,0.128,0.320,74.30,30.60,78,loam,arachide,3
29.20,71.00,0.210,0.171,0.460,128.23,28.79,82,argileux,riz,1
31.12,10.67,0.166,0.245,0.245,10.45,29.54,7,sableux,riz,0
20.38,4.38,0.644,0.578,0.599,12.09,22.21,38,argileux,mil,3
30.91,1.16,0.106,0.098,0.183,2.55,30.13,27,argileux,maïs,0
13.47,41.26,0.201,0.175,0.392,53.20,14.29,17,argileux,sorgho,1
32.69,1.57,0.283,0.187,0.320,7.60,34.67,112,argileux,arachide,3
26.14,16.34,0.510,0.406,0.508,22.22,26.83,95,argileux,arachide,3
24.32,11.57,0.652,0.620,0.661,33.16,22.97,58,sableux,coton,1
17.21,4.88,0.747,0.758,0.712,32.21,17.45,17,argileux,coton,1
27.23,146.53,0.270,0.167,0.547,200.78,25.59,53,argileux,mil,1
42.52,18.11,0.278,0.195,0.468,1.19,40.00,106,loam,mil,1
25.51,1.91,0.616,0.662,0.539,42.11,25.11,50,argileux,arachide,1
23.91,56.54,0.208,0.191,0.327,65.26,22.00,1,argileux,maïs,1
32.44,2.11,0.294,0.257,0.361,16.76,34.11,30,loam,riz,1
38.71,6.20,0.270,0.416,0.422,21.92,40.00,91,argileux,maïs,0
23.08,32.48,0.168,0.103,0.385,50.56,22.25,2,argileux,coton,1
21.43,13.51,0.089,0.051,0.259,40.72,20.48,32,argileux,riz,0
27.79,3.94,0.205,0.189,0.277,27.58,29.27,75,loam,mil,0
32.06,104.69,0.158,0.195,0.389,93.61,33.46,101,sableux,sorgho,1
26.59,50.10,0.260,0.280,0.411,63.12,24.55,50,argileux,riz,1
10.51,1.80,0.241,0.230,0.398,36.63,10.42,107,argileux,sorgho,1
21.14,54.13,0.025,0.010,0.272,62.59,23.66,4,argileux,coton,1
23.04,64.42,0.085,0.084,0.379,71.91,24.35,19,loam,riz,1
29.31,3.34,0.342,0.395,0.396,0.00,27.97,40,argileux,mil,1
28.24,2.87,0.369,0.313,0.416,25.00,26.59,53,sableux,arachide,1
24.05,30.91,0.415,0.496,0.492,29.21,25.00,34,loam,sorgho,1
24.89,5.08,0.162,0.010,0.221,2.67,23.73,5,sableux,arachide,0
18.37,9.21,0.382,0.415,0.425,14.48,18.67,67,sableux,riz,1
19.54,6.51,0.330,0.300,0.489,61.65,19.71,109,loam,maïs,1
26.91,67.63,0.388,0.510,0.559,76.80,24.23,73,sableux,maïs,2
19.41,26.31,0.144,0.194,0.377,66.30,16.54,120,loam,mil,1
22.75,0.86,0.170,0.238,0.291,31.74,23.70,59,argileux,coton,0
13.64,15.84,0.064,0.053,0.287,4.79,15.22,50,loam,mil,0
29.88,19.83,0.241,0.327,0.369,30.29,32.38,80,argileux,maïs,1
26.48,46.77,0.250,0.206,0.422,26.51,29.34,14,argileux,coton,1
25.41,48.32,0.261,0.355,0.365,50.62,28.33,11,loam,riz,1
17.36,137.40,0.430,0.361,0.589,139.23,17.99,110,sableux,sorgho,1
34.24,37.51,0.165,0.136,0.362,54.55,35.11,19,loam,mil,1
15.61,16.98,0.072,0.122,0.223,13.69,14.34,4,argileux,mil,0
21.84,65.00,0.481,0.335,0.603,105.41,19.37,57,sableux,maïs,1
29.09,187.06,0.300,0.457,0.567,192.65,26.53,74,loam,arachide,1
35.53,59.20,0.041,0.078,0.274,63.19,36.91,44,argileux,sorgho,1
23.56,7.87,0.260,0.279,0.365,22.71,24.82,74,sableux,mil,1
27.94,0.68,0.114,0.126,0.336,10.15,26.24,115,loam,mil,0
20.58,16.42,0.061,0.105,0.211,38.88,21.90,77,argileux,coton,0
24.93,94.78,0.275,0.266,0.505,92.05,21.93,68,argileux,sorgho,1
20.84,28.64,0.393,0.431,0.528,26.70,22.48,93,loam,mil,1
23.82,15.21,0.155,0.144,0.270,3.48,19.69,26,loam,maïs,0
27.45,15.87,0.046,0.010,0.304,20.98,27.55,58,argileux,maïs,0
23.50,4.91,0.670,0.871,0.497,39.15,23.23,68,argileux,sorgho,1
25.60,8.54,0.429,0.333,0.475,15.11,25.28,97,sableux,arachide,1
27.64,16.72,0.134,0.129,0.259,40.68,27.05,57,sableux,coton,0
26.94,56.21,0.069,0.101,0.406,73.19,26.02,97,argileux,sorgho,1
26.20,2.03,0.332,0.410,0.387,0.00,26.93,117,sableux,mil,1
44.14,30.92,0.226,0.218,0.449,88.66,40.00,119,loam,riz,1
34.56,22.55,0.511,0.434,0.509,19.64,32.71,6,sableux,mil,2
22.55,0.08,0.191,0.199,0.298,12.25,20.71,0,sableux,maïs,0
19.27,0.35,0.099,0.147,0.134,0.00,22.01,36,sableux,maïs,0
26.72,25.02,0.464,0.366,0.455,47.02,25.22,74,argileux,coton,1
33.83,7.60,0.075,0.138,0.271,34.57,35.97,91,argileux,mil,0
21.21,166.28,0.461,0.470,0.742,179.41,23.06,74,loam,maïs,1
32.67,9.05,0.078,0.010,0.341,0.00,31.33,82,loam,riz,0
18.22,5.74,0.416,0.441,0.421,10.86,19.11,70,sableux,sorgho,1
33.47,28.08,0.029,0.025,0.189,50.48,34.28,29,argileux,maïs,1
30.98,22.37,0.237,0.191,0.424,52.65,33.36,54,loam,maïs,1
30.96,64.86,0.043,0.144,0.309,74.81,27.27,60,argileux,coton,2
21.92,2.65,0.109,0.055,0.240,38.32,24.30,42,loam,maïs,0
28.04,0.03,0.425,0.303,0.419,0.00,25.98,54,sableux,arachide,1
15.18,0.64,0.684,0.751,0.631,17.90,16.87,76,loam,riz,3
21.44,17.62,0.132,0.010,0.394,49.97,19.66,108,argileux,mil,1
19.50,9.71,0.128,0.010,0.282,52.16,18.88,114,sableux,sorgho,1
19.00,70.45,0.316,0.289,0.511,75.02,18.86,91,loam,mil,1
28.06,49.00,0.294,0.222,0.394,44.46,25.44,78,loam,arachide,1
32.20,10.92,0.229,0.150,0.370,63.42,31.73,88,loam,riz,1
24.53,35.35,0.038,0.088,0.235,62.73,24.97,96,sableux,sorgho,1
27.42,21.72,0.472,0.442,0.578,44.06,23.84,95,argileux,arachide,1
27.19,100.38,0.267,0.362,0.628,121.81,31.04,85,sableux,sorgho,1
21.30,16.68,0.375,0.333,0.456,26.82,23.18,18,argileux,coton,1
25.89,15.37,0.126,0.045,0.285,11.73,25.87,69,loam,mil,0
29.25,2.15,0.558,0.525,0.570,45.17,27.75,40,loam,sorgho,1
25.84,28.20,0.407,0.374,0.518,24.80,26.03,5,sableux,sorgho,2
24.04,30.00,0.307,0.232,0.420,91.18,23.86,22,loam,maïs,1
38.09,173.47,0.097,0.010,0.520,185.51,38.01,107,argileux,maïs,1
40.83,41.52,0.239,0.090,0.370,45.74,40.00,109,argileux,sorgho,3
19.60,13.16,0.288,0.315,0.424,45.81,21.22,98,argileux,arachide,1
